administrative_district,year,population_density,log_popdens,normalized_local_density,normalized_london_density,share_of_london_pop,tubestationsperperson,map_code,tube_stations_add,tube_stations_cum,train_stations,tube_station_density,train_station_density,area,population,ring,year_1801,year_1811,year_1821,year_1831,year_1841,year_1851,year_1861,year_1871,year_1881,year_1891,year_1901,year_1911,year_1921,year_1931,year_1941,year_1951,year_1961,year_1971,year_1981,year_1991,year_2001,barking_and_dagenham,barnet,bexley,brent,bromley,camden,city_of_london,croydon,ealing,enfield,greenwich,hackney,hammersmith_and_fulham,haringey,harrow,havering,hillingdon,hounslow,islington,kensington_and_chelsea,kingston_upon_thames,lambeth,lewisham,merton,newham,redbridge,richmond_upon_thames,southwark,sutton,tower_hamlets,waltham_forest,wandsworth,westminster,logtsd,pop_dens_10yearsago,pop_dens_20yearsago,pop_dens_10yearsfuture,pop_dens_20yearsfuture
Harrow,1981,3886,8.27,0.9,0.08,0.03,0,32,0,12,,0.237765,,50.47,196147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2133074,4028,4169,4037,4109
Harrow,1991,4037,8.3,0.94,0.08,0.03,0,32,0,12,,0.237765,,50.47,203769,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2133074,3886,4028,4109,0
Harrow,2001,4109,8.32,0.95,0.08,0.03,0,32,0,12,,0.237765,,50.47,207389,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2133074,4037,3886,0,0
Havering,1801,57,4.04,0.03,0,0.01,0,24,0,0,,0,,112.27,6370,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,73
Havering,1811,63,4.14,0.03,0,0.01,0,24,0,0,,0,,112.27,7028,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,73,80
Havering,1821,73,4.29,0.03,0,0.01,0,24,0,0,,0,,112.27,8198,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,57,80,95
Havering,1831,80,4.39,0.04,0,0.01,0,24,0,0,,0,,112.27,9036,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,63,95,102
Havering,1841,95,4.56,0.04,0,0.01,0,24,0,0,,0,,112.27,10696,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,73,102,114
Havering,1851,102,4.63,0.05,0,0.01,0,24,0,0,,0,,112.27,11492,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,80,114,127
Havering,1861,114,4.74,0.05,0,0,0,24,0,0,,0,,112.27,12850,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,95,127,139
Havering,1871,127,4.84,0.06,0,0,0,24,0,0,,0,,112.27,14208,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,102,139,170
Havering,1881,139,4.93,0.06,0,0,0,24,0,0,,0,,112.27,15566,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,114,170,221
Havering,1891,170,5.13,0.08,0,0,0.01,24,2,2,,0.0178142,,112.27,19041,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176574,139,127,221,289
Havering,1901,221,5.4,0.1,0,0,0.01,24,0,2,,0.0178142,,112.27,24853,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176574,170,139,289,443
Havering,1911,289,5.67,0.13,0.01,0,0.01,24,0,2,,0.0178142,,112.27,32439,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176574,221,170,443,678
Havering,1921,443,6.09,0.2,0.01,0.01,0,24,0,2,,0.0178142,,112.27,49681,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176574,289,221,678,1063
Havering,1931,678,6.52,0.31,0.01,0.01,0,24,0,2,,0.0178142,,112.27,76092,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176574,443,289,1063,1666
Havering,1941,1063,6.97,0.48,0.02,0.01,0,24,2,4,,0.0356284,,112.27,119292,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350084,678,443,1666,1919
Havering,1951,1666,7.42,0.75,0.03,0.02,0,24,0,4,,0.0356284,,112.27,187022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350084,1063,678,1919,2210
Havering,1961,1919,7.56,0.87,0.04,0.03,0,24,0,4,,0.0356284,,112.27,215404,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350084,1666,1063,2210,2136
Havering,1971,2210,7.7,1,0.04,0.03,0,24,0,4,,0.0356284,,112.27,248107,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350084,1919,1666,2136,2071
Havering,1981,2136,7.67,0.97,0.04,0.04,0,24,0,4,,0.0356284,,112.27,239769,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350084,2210,1919,2071,1997
Havering,1991,2071,7.64,0.94,0.04,0.03,0,24,0,4,,0.0356284,,112.27,232491,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350084,2136,2210,1997,0
Havering,2001,1997,7.6,0.9,0.04,0.03,0,24,0,4,,0.0356284,,112.27,224248,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350084,2071,2136,0,0
Hillingdon,1801,80,4.38,0.04,0,0.01,0,33,0,0,,0,,115.7,9232,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,111
Hillingdon,1811,95,4.56,0.05,0,0.01,0,33,0,0,,0,,115.7,11033,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,111,125
Hillingdon,1821,111,4.71,0.05,0,0.01,0,33,0,0,,0,,115.7,12788,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,80,125,158
Hillingdon,1831,125,4.83,0.06,0,0.01,0,33,0,0,,0,,115.7,14484,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,95,158,162
Hillingdon,1841,158,5.07,0.08,0,0.01,0,33,0,0,,0,,115.7,18329,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,111,162,179
Hillingdon,1851,162,5.09,0.08,0,0.01,0,33,0,0,,0,,115.7,18744,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,125,179,195
Hillingdon,1861,179,5.19,0.09,0,0.01,0,33,0,0,,0,,115.7,20672,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,158,195,212
Hillingdon,1871,195,5.27,0.09,0,0.01,0,33,0,0,,0,,115.7,22600,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,162,212,230
Hillingdon,1881,212,5.36,0.1,0,0.01,0,33,0,0,,0,,115.7,24528,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,179,230,281
Hillingdon,1891,230,5.44,0.11,0,0,0,33,1,1,,0.008643,,115.7,26640,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086059,212,195,281,344
Hillingdon,1901,281,5.64,0.13,0.01,0.01,0,33,0,1,,0.008643,,115.7,32548,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086059,230,212,344,507
Hillingdon,1911,344,5.84,0.16,0.01,0.01,0.02,33,5,6,,0.0518583,,115.7,39768,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505584,281,230,507,749
Hillingdon,1921,507,6.23,0.24,0.01,0.01,0.01,33,0,6,,0.0518583,,115.7,58681,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505584,344,281,749,1186
Hillingdon,1931,749,6.62,0.36,0.01,0.01,0.01,33,1,7,,0.0605013,,115.7,86613,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587417,507,344,1186,1881
Hillingdon,1941,1186,7.08,0.57,0.02,0.02,0.01,33,7,14,,0.1210026,,115.7,137278,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1142235,749,507,1881,1954
Hillingdon,1951,1881,7.54,0.9,0.04,0.03,0.01,33,3,17,,0.1469317,,115.7,217616,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1370903,1186,749,1954,2030
Hillingdon,1961,1954,7.58,0.93,0.04,0.03,0.01,33,0,17,,0.1469317,,115.7,226074,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1370903,1881,1186,2030,1956
Hillingdon,1971,2030,7.62,0.97,0.04,0.03,0.01,33,0,17,,0.1469317,,115.7,234867,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1370903,1954,1881,1956,2046
Hillingdon,1981,1956,7.58,0.93,0.04,0.03,0.01,33,2,19,,0.1642178,,115.7,226256,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1520495,2030,1954,2046,2095
Hillingdon,1991,2046,7.62,0.98,0.04,0.03,0.01,33,1,20,,0.1728608,,115.7,236720,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1594459,1956,2030,2095,0
Hillingdon,2001,2095,7.65,1,0.04,0.03,0.01,33,0,20,,0.1728608,,115.7,242435,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1594459,2046,1956,0,0
Hounslow,1801,209,5.34,0.05,0,0.01,0,14,0,0,,0,,55.98,11672,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,283
Hounslow,1811,245,5.5,0.06,0,0.01,0,14,0,0,,0,,55.98,13717,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,283,318
Hounslow,1821,283,5.65,0.07,0.01,0.01,0,14,0,0,,0,,55.98,15861,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,209,318,374
Hounslow,1831,318,5.76,0.08,0.01,0.01,0,14,0,0,,0,,55.98,17817,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,245,374,413
Hounslow,1841,374,5.92,0.1,0.01,0.01,0,14,0,0,,0,,55.98,20924,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,283,413,588
Hounslow,1851,413,6.02,0.11,0.01,0.01,0,14,0,0,,0,,55.98,23095,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,318,588,764
Hounslow,1861,588,6.38,0.16,0.01,0.01,0,14,0,0,,0,,55.98,32942,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,374,764,940
Hounslow,1871,764,6.64,0.2,0.01,0.01,0,14,0,0,,0,,55.98,42789,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,413,940,1176
Hounslow,1881,940,6.85,0.25,0.02,0.01,0,14,3,3,,0.0535906,,55.98,52637,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522039,764,588,1176,1531
Hounslow,1891,1176,7.07,0.31,0.02,0.01,0,14,0,3,,0.0535906,,55.98,65836,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522039,940,764,1531,1993
Hounslow,1901,1531,7.33,0.4,0.03,0.01,0,14,0,3,,0.0535906,,55.98,85688,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522039,1176,940,1993,2373
Hounslow,1911,1993,7.6,0.53,0.04,0.02,0,14,0,3,,0.0535906,,55.98,111565,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522039,1531,1176,2373,2825
Hounslow,1921,2373,7.77,0.63,0.05,0.02,0,14,0,3,,0.0535906,,55.98,132823,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522039,1993,1531,2825,3270
Hounslow,1931,2825,7.95,0.74,0.06,0.02,0,14,0,3,,0.0535906,,55.98,158134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522039,2373,1993,3270,3786
Hounslow,1941,3270,8.09,0.86,0.06,0.02,0,14,4,7,,0.1250447,,55.98,183060,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1178227,2825,2373,3786,3736
Hounslow,1951,3786,8.24,1,0.07,0.03,0,14,0,7,,0.1250447,,55.98,211916,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1178227,3270,2825,3736,3688
Hounslow,1961,3736,8.23,0.99,0.07,0.03,0,14,0,7,,0.1250447,,55.98,209161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1178227,3786,3270,3688,3554
Hounslow,1971,3688,8.21,0.97,0.07,0.03,0,14,1,8,,0.1429082,,55.98,206469,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1335761,3736,3786,3554,3734
Hounslow,1981,3554,8.18,0.94,0.07,0.03,0,14,0,8,,0.1429082,,55.98,198967,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1335761,3688,3736,3734,3793
Hounslow,1991,3734,8.23,0.98,0.07,0.03,0,14,0,8,,0.1429082,,55.98,209016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1335761,3554,3688,3793,0
Hounslow,2001,3793,8.24,1,0.07,0.03,0,14,0,8,,0.1429082,,55.98,212344,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1335761,3734,3554,0,0
Islington,1801,4423,8.39,0.16,0.09,0.06,0,10,0,0,,0,,14.86,65721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5631,7290
Islington,1811,5631,8.64,0.2,0.11,0.07,0,10,0,0,,0,,14.86,83679,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4423,0,7290,9238
Islington,1821,7290,8.89,0.26,0.14,0.07,0,10,0,0,,0,,14.86,108333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5631,4423,9238,10950
Islington,1831,9238,9.13,0.33,0.18,0.08,0,10,0,0,,0,,14.86,137271,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7290,5631,10950,14407
Islington,1841,10950,9.3,0.39,0.21,0.08,0,10,0,0,,0,,14.86,162717,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9238,7290,14407,17901
Islington,1851,14407,9.58,0.52,0.28,0.09,0,10,0,0,,0,,14.86,214090,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10950,9238,17901,21395
Islington,1861,17901,9.79,0.64,0.35,0.09,0,10,0,0,,0,,14.86,266010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14407,10950,21395,24889
Islington,1871,21395,9.97,0.77,0.42,0.08,0,10,2,2,,0.1345895,,14.86,317930,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1262709,17901,14407,24889,26770
Islington,1881,24889,10.12,0.9,0.49,0.08,0,10,0,2,,0.1345895,,14.86,369850,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1262709,21395,17901,26770,27275
Islington,1891,26770,10.2,0.96,0.52,0.07,0,10,0,2,,0.1345895,,14.86,397799,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1262709,24889,21395,27275,27789
Islington,1901,27275,10.21,0.98,0.53,0.07,0,10,0,2,,0.1345895,,14.86,405301,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1262709,26770,24889,27789,26989
Islington,1911,27789,10.23,1,0.54,0.06,0,10,8,10,,0.6729475,,14.86,412944,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514587,27275,26770,26989,26212
